UIC;Nom gare;Taux de conformité moyen
87597724;Parsac - Gouzon;97.37
87597740;Lavaufranche;100.0
87597781;Lavaveix-les-Mines;100.0
87597823;Aubusson;100.0
87597849;Felletin;100.0
87598755;Limoux Flassian;87.82
87611004;Toulouse Matabiau;95.8
87611038;Muret;86.17
87611061;Carbonne;94.44
87611079;Cazères;88.89
87611095;Boussens;93.75
87611137;Saint-Gaudens;82.69
87611152;Montréjeau - Gourdan-Polignan;90.62
87611244;Montauban Ville Bourbon;95.3
87611301;Saint-Agne;91.28
87611400;Portet Saint-Simon;87.5
87611434;Lacourtensourt;92.15
87611467;Colomiers;90.77
87611657;Saint-Jory;91.21
87611665;Castelnau-d'Estrétefonds;90.21
87611707;Escalquens;90.61
87611723;Baziège;91.56
87611749;Auch;87.16
87611764;Aubiet;83.36
87611772;Gimont Cahuzac;88.39
87611806;L'Isle-Jourdain;89.57
87611814;Mérenvielle;86.54
87611822;Brax - Léguevin;91.92
87611830;Pibrac;92.62
87611848;Montrabé;88.66
87611889;Moissac;97.92
87611897;Castelsarrasin;93.88
87611921;Colomiers Lycée International;84.23
87611939;Lardenne;89.96
87612002;Labège Innopole;88.96
87612010;Montaudran;94.43
87612028;Labège Village;87.35
87613000;Cahors;96.54
87613463;Najac;87.5
87613471;Laguépie;87.5
87613489;Lexos;94.12
87613802;Cordes - Vindrac;93.1
87613877;Salles-Courbatiès;93.33
87613893;Villefranche-de-Rouergue;92.0
87615112;Lézignan-Corbières;94.7
87615120;Couffoulens - Leuc;96.93
87615138;Verzeille;94.44
87615146;Pomas;93.06
87615161;Limoux;92.05
87615187;Alet-les-Bains;96.76
87615211;Espéraza;93.06
87615260;Quillan;92.92
87615286;Carcassonne;97.98
87615351;Roquesérière - Buzet;83.33
87615369;Montastruc-la-Conseillère;87.97
87615377;Gragnague;88.28
87618116;Pins-Justaret;86.06
87618207;Montlaur;94.56
87618215;Villenouvelle;94.04
87635581;La Barasse;95.2
87641001;Montluçon;96.88
87641415;Commentry;96.86
87645002;Aurillac;95.79
87645473;Le Lioran;99.07
87645481;Murat;98.78
87645507;Neussargues;98.46
87671008;Tarbes;97.93
87671016;Mont-de-Marsan;94.97
87671123;Lannemezan;69.05
87671339;Lourdes;97.6
87671362;Saint-Pé-de-Bigorre;100.0
87671479;Arengosse;90.48
87671487;Ygos-Saint-Saturnin;89.29
87671495;Saint-Martin-d'Oney;91.11
87672006;Pau;92.38
87672113;Montaut Bétharram;94.09
87672139;Coarraze - Nay;89.72
87672162;Assat;95.37
87672212;Artix;97.23
87672253;Orthez;86.49
87672337;Peyrehorade;90.66
87672386;Urt;94.05
87672600;Croix du Prince;87.56
87672618;Gan;94.68
87672634;Buzy en Béarn;88.36
87672709;Ogeu-les-Bains;86.71
87672725;Oloron-Sainte-Marie;93.84
87672741;Lurbe-Saint-Christau;89.52
87672766;Sarrance;98.26
87672774;Bedous;94.67
87673004;Bayonne;92.16
87673095;Boucau;84.72
87673103;Morcenx;86.63
87673202;Dax;94.82
87673251;Saubusse;90.48
87673269;Saint-Geours-de-Maremne;93.33
87673277;Saint-Vincent-de-Tyrosse;92.31
87673285;Bénesse-Maremne;87.37
87673293;Labenne;87.88
87673319;Ondres;85.95
87673400;Biarritz;94.67
87673459;Guéthary;89.06
87673616;Villefranque;93.59
87673624;Ustaritz Jatxou;94.27
87673640;Halsou - Larressore;89.24
87673657;Cambo-les-Bains;93.46
87673699;Bidarray Pont Noblia;74.17
87673707;Ossès - Saint-Martin-d'Arrossa;91.98
87673723;Saint-Jean-Pied-de-Port;88.07
87677005;Hendaye;94.76
87677104;Les Deux Jumeaux;85.56
87677120;Saint-Jean-de-Luz - Ciboure;90.07
87683003;Sens;93.75
87683102;Villeneuve-la-Guyard;92.78
87683128;Champigny sur Yonne;95.92
87683136;Pont-sur-Yonne;91.54
87683201;Étigny - Véron;98.67
87683219;Villeneuve-sur-Yonne;84.8
87683227;Saint-Julien-du-Sault;86.42
87683243;Joigny;94.13
87683268;Laroche - Migennes;95.58
87683318;Saint-Florentin - Vergigny;91.47
87683532;Chemilly - Appoigny;98.53
87683557;Monéteau - Gurgy;100.0
87683573;Auxerre Saint-Gervais;96.74
87683615;Champs - Saint-Bris;98.18
87683649;Cravant - Bazarnes;95.69
87683664;Vermenton;98.0
87683722;Sermizelles - Vézelay;93.68
87683789;Avallon;99.5
87683847;Mailly-la-Ville;100.0
87686006;Paris Gare de Lyon;94.26
87686667;Paris Bercy Bourgogne - Pays d'Auvergne;95.75
87688887;Montpellier Sud de France;95.48
87691949;Bidos;95.35
87694000;Le Creusot;92.89
87694109;Le Creusot - Montceau-les-Mines - Montchanin TGV;93.66
87694141;Étang-sur-Arroux;96.12
87694307;Montchanin;93.25
87694570;Autun;92.51
87694620;Montceau-les-Mines;92.73
87694687;Paray-le-Monial;95.18
87694695;Digoin;96.17
87696005;Nevers;97.73
87696146;Cosne-sur-Loire;97.72
87696195;La Charité-sur-Loire;96.24
87696260;Saincaize-Meauce;96.4
87696328;Moulins sur Allier;97.31
87696336;Bessay-sur-Allier;99.56
87696351;Varennes-sur-Allier;96.76
87696450;Imphy;95.61
87696484;Decize;97.77
87696492;Cercy-la-Tour;97.27
87696534;Luzy;95.45
87696807;Clamecy;93.86
87696831;Coulanges-sur-Yonne;100.0
87696856;Châtel-Censoir;97.0
87701532;Trélazé;89.01
87703975;Nîmes Pont du Gard;96.18
87710731;École-Valentin;95.76
87713008;Dijon Porte Neuve;94.11
87713040;Dijon;96.98
87713115;Les Laumes Alésia;95.24
87713131;Montbard;95.74
87713198;Tonnerre;94.85
87713313;Genlis;96.71
87713347;Auxonne;93.82
87713412;Dole;95.63
87713529;Nuits-Saint-Georges;97.14
87713545;Beaune;94.48
87713578;Chagny;94.4
87713651;Saint-Jean-de-Losne;97.69
87713677;Seurre;95.89
87713859;Is-sur-Tille;95.56
87715003;Pontarlier;96.9
87715102;Andelot-en-Montagne;97.66
87715136;Frasne;96.6
87715326;Champagnole;96.67
87715441;Morez;95.78
87718007;Besançon Viotte;95.94
87718015;Besançon Mouillère;95.35
87718239;Lons-le-Saunier;97.59
87718296;Saint-Amour;95.24
87718320;Saint-Vit;95.89
87718460;Baume-les-Dames;97.05
87718502;Saône;97.25
87718528;L'Hôpital-du-Grosbois;97.88
87718544;Valdahon;97.56
87718577;Gilley;97.06
87718619;Morteau;96.59
87718833;Mouchard;97.72
87721001;Lyon Vaise;96.5
87721159;Lyon Saint-Paul;91.47
87721282;Saint-Germain-au-Mont-d'Or;91.3
87721332;Villefranche-sur-Saône;84.17
87721357;Belleville sur Sâone;86.9
87721423;Lozanne;92.46
87721431;L'Arbresle;85.8
87721472;Tarare;90.83
87721506;Ecully - Tassin;89.27
87721514;Tassin;92.7
87721530;Charbonnières-les-Bains;92.06
87722025;Lyon Perrache;98.7
87722405;Givors;97.26
87722561;Chasse-sur-Rhône;95.66
87722587;Vienne;94.52
87722652;Saint-Clair - Les Roches;93.79
87722678;Le Péage-de-Roussillon;91.98
87722728;Brignais;95.1
87723197;Lyon Part Dieu;90.56
87723320;Vénissieux;90.67
87723395;La Verpillière;87.47
87723429;Bourgoin-Jallieu;85.55
87723478;La Tour-du-Pin;90.14
87723494;Saint-André-le-Gaz;92.54
87723700;Sathonay - Rillieux;73.73
87723759;Villars-les-Dombes;88.31
87725002;Chalon-sur-Saône;90.44
87725622;Tournus;92.82
87725689;Mâcon;94.33
87725705;Mâcon Loché TGV;95.04
87725895;Échirolles;87.06
87726000;Saint-Étienne Châteaucreux;96.84
87726190;Saint-Étienne Bellevue;92.67
87726208;Veauche - Saint-Galmier;97.69
87726307;Saint-Chamond;95.97
87726331;Rive-de-Gier;95.19
87726414;Bonson;96.71
87726430;Saint-Romain-le-Puy;96.3
87726448;Montbrison;98.14
87726729;Firminy;94.54
87726802;Roanne;95.79
87726828;Le Coteau;99.22
87726877;Feurs;94.95
87726901;Saint-Étienne Carnot;89.39
87732008;Vichy;96.74
87732206;Saint-Germain-des-Fossés;96.55
87732404;Gannat;97.01
87734004;Clermont-Ferrand;94.58
87734053;Riom - Châtel-Guyon;92.76
87734202;Issoire;94.52
87734251;Arvant;97.13
87734269;Brioude;96.34
87734319;Langeac;96.43
87734350;Langogne;95.58
87734368;Luc;99.31
87734475;Thiers;97.28
87734699;Le Puy-en-Velay;97.28
87734871;Massiac - Blesle;97.62
87741009;Chambéry - Challes-les-Eaux;93.57
87741074;Culoz;87.65
87741132;Aix-les-Bains le Revard;93.46
87741181;Montmélian;94.7
87741223;Saint-Pierre-d'Albigny;93.96
87741306;Saint-Avre - La Chambre;94.44
87741645;Albertville;94.68
87741728;Moûtiers - Salins - Brides-les-Bains;95.12
87741769;Aime - La Plagne;93.58
87741777;Landry;94.61
87741793;Bourg-Saint-Maurice;94.53
87742007;Modane;93.78
87742320;Saint-Jean-de-Maurienne Arvan;91.3
87742361;Saint-Michel - Valloire;92.92
87743005;Bourg-en-Bresse;92.56
87743351;Nurieux-Volognat;94.28
87743534;Oyonnax;92.56
87743633;Saint-Claude;97.14
87743716;Ambérieu-en-Bugey;92.36
87745000;Bellegarde;96.66
87745414;Valleiry;91.43
87745430;Saint-Julien-en-Genevois;91.6
87745497;Annemasse;93.13
87745588;Machilly;93.56
87745596;Bons-en-Chablais;94.05
87745620;Perrignier;92.16
87745646;Thonon-les-Bains;95.17
87745679;Évian-les-Bains;94.95
87746008;Annecy;95.64
87746206;Pringy;92.21
87746248;Groisy - Thorens - La Caille;97.13
87746305;La Roche-sur-Foron;92.46
87746313;Saint-Pierre-en-Faucigny;96.36
87746339;Bonneville;99.04
87746347;Marignier;97.07
87746370;Cluses;94.72
87746412;Magland;96.36
87746438;Sallanches - Combloux - Megève;96.57
87746479;Saint-Gervais-les-Bains Le Fayet;97.53
87746511;Reignier;85.13
87746784;Chamonix-Mont-Blanc;100.0
87747006;Grenoble;95.14
87747246;Rives;94.24
87747287;Voiron;90.17
87747329;Moirans;86.7
87747402;Grenoble Universités - Gières;92.5
87747493;Pontcharra sur Bréda;94.04
87747519;Le Pont-de-Claix;92.41
87747535;Jarrie - Vizille;90.54
87747576;Vif;93.88
87751008;Marseille Saint-Charles;90.01
87751081;Marseille Blancarde;93.76
87751206;Sisteron;93.99
87751230;Château-Arnoux-Saint-Auban;90.91
87751271;La Brillanne - Oraison;96.35
87751321;Manosque - Gréoux-les-Bains;96.71
87751362;Pertuis;88.56
87751370;Meyrargues;91.39
87751404;Aix-en-Provence;88.87
87751420;Gardanne;90.27
87751438;Simiane;92.43
87751495;Gare routière de Digne les Bains;94.37
87751602;L'Estaque;90.38
87751701;Saint-Marcel;94.07
87751719;La Pomme;95.65
87751743;La Penne-sur-Huveaune;96.81
87751750;Aubagne;97.14
87751776;Cassis;96.72
87751784;La Ciotat - Ceyreste;96.56
87751800;Septèmes-les-Vallons;94.5
87751826;Saint-Antoine;84.98
87751842;Sainte-Marthe en Provence;86.42
87753004;Miramas;95.34
87753202;Saint-Chamas;95.76
87753251;Rognac;95.56
87753285;Pas des Lanciers;98.06
87753418;Istres;93.27
87753426;Rassuen;98.56
87753442;Fos-sur-Mer;98.35
87753459;Port-de-Bouc;92.73
87753491;Croix Sainte;98.79
87753509;Martigues;95.65
87753541;La Couronne Carro;93.78
87753558;Sausset-les-Pins;96.63
87753566;Carry-le-Rouet;96.27
87753574;La Redonne Ensuès;98.11
87753582;Niolon;100.0
87753657;Arles;97.3
87753681;Saint-Martin-de-Crau;95.91
87753707;Orgon;98.08
87753715;Sénas;96.08
87753731;Lamanon;97.4
87753764;Salon-de-Provence;92.21
87755009;Toulon;88.88
87755215;Saint-Cyr Les Lecques - La Cadière;92.81
87755223;Bandol;94.47
87755231;Ollioules - Sanary-sur-Mer;90.48
87755264;La Seyne - Six-Fours;89.41
87755306;La Garde;93.52
87755314;La Pauline Hyères;87.63
87755330;Solliès-Pont;94.11
87755355;Cuers - Pierrefeu;91.27
87755363;Puget-Ville;93.68
87755371;Carnoules;92.14
87755389;Pignans;86.92
87755397;Gonfaron;93.71
87755405;Le Luc - Le Cannet;95.25
87755421;Vidauban;93.75
87755447;Les Arcs - Draguignan;90.96
87755611;La Crau;86.54
87755629;Hyères;92.06
87756056;Nice;94.55
87756254;Nice Saint-Augustin;86.48
87756304;Villeneuve-Loubet;68.58
87756320;Cagnes-sur-Mer;87.0
87756338;Cros de Cagnes;83.41
87756346;Saint-Laurent-du-Var;85.07
87756353;Nice Riquier;91.59
87756361;Villefranche-sur-Mer;91.55
87756379;Beaulieu-sur-Mer;92.27
87756387;Èze;86.38
87756395;Cap-d'Ail;84.29
87756460;Roquebrune-Cap-Martin;87.28
87756478;Carnoles;85.33
87756486;Menton;86.95
87756494;Menton Garavan;90.75
87756767;La Trinité Victor;96.15
87756775;Drap - Cantaron;99.0
87756833;Breil-sur-Roya;80.95
87757500;Fréjus;86.75
87757526;Saint-Raphaël;89.59
87757534;Boulouris sur Mer;88.21
87757542;Le Dramont;85.33
87757559;Agay;91.67
87757567;Anthéor Cap Roux;88.14
87757575;Le Trayas;89.7
87757583;Théoule-sur-Mer;83.6
87757591;Mandelieu-la-Napoule;84.19
87757617;Cannes La Bocca;88.35
87757625;Cannes;90.81
87757641;Golfe Juan Vallauris;91.75
87757666;Juan les Pins;81.34
87757674;Antibes;87.36
87757690;Biot;69.9
87757724;Grasse;62.13
87759290;Picon Busserine;97.02
87759316;Saint-Joseph le Castellas;93.45
87761007;Valence Ville;94.13
87761106;Saint-Rambert-d'Albon;92.45
87761130;Saint-Vallier sur Rhône;94.02
87761163;Tain-l'Hermitage - Tournon;94.48
87761247;Livron-sur-Drôme;94.68
87761544;Gare routière de La-Voulte-sur-Rhône;96.79
87761650;Romans - Bourg-de-Péage;94.68
87761718;Saint-Marcellin;92.76
87761759;Tullins Fures;93.91
87761783;Crest;96.72
87761841;Die;92.34
87762906;Lyon Saint-Exupéry TGV;92.92
87763003;Gap;90.94
87763029;Valence TGV Rhône-Alpes Sud;94.38
87763250;Aspres-sur-Buëch;85.62
87763300;Veynes Dévoluy;83.82
87763425;Chorges;84.44
87763466;Embrun;76.73
87763508;Mont-Dauphin - Guillestre;72.83
87763557;L'Argentière Les Écrins;72.18
87763607;Briançon;87.31
87763722;Serres;83.79
87763755;Laragne-Montéglin;76.39
87764001;Montélimar;95.74
87764357;Bollène La Croisière;92.08
87765008;Avignon Centre;88.12
87765107;Orange;93.07
87765180;Courthézon;91.49
87765198;Bédarrides;94.09
87765206;Sorgues - Châteauneuf-du-Pape;91.68
87765354;Tarascon;92.26
87765412;Montfavet;96.01
87765420;Morières-lès-Avignon;91.67
87765438;Saint-Saturnin-lès-Avignon;94.44
87765446;Gadagne;91.15
87765453;Le Thor;88.68
87765479;L'Isle-sur-la-Sorgue - Fontaine-de-Vaucluse;93.41
87765503;Cavaillon;96.33
87765735;Carpentras;96.16
87765818;Monteux;89.86
87765826;Entraigues-sur-la-Sorgue;85.61
87773002;Montpellier Saint-Roch;93.65
87773200;Sète;96.21
87773408;Lunel;94.99
87773424;Lunel-Viel;91.71
87773432;Valergues - Lansargues;95.55
87773457;Baillargues;91.6
87773465;Saint-Aunès;97.3
87773515;Villeneuve-lès-Maguelone;94.76
87773531;Vic - Mireval;95.08
87773556;Frontignan;87.71
87775007;Nîmes;97.54
87775023;Beaucaire;93.94
87775072;Saint-Césaire;96.22
87775098;Milhaud;92.54
87775106;Uchaud;91.99
87775114;Vergèze - Codognan;95.78
87775130;Gallargues-le-Montueux;95.83
87775148;Chasseradès;99.31
87775171;La Bastide - Saint-Laurent-les-Bains;98.83
87775197;Villefort;99.52
87775213;Génolhac;97.66
87775221;Chamborigaud;96.05
87775239;Sainte-Cécile-d'Andorge;99.51
87775247;La Levade;95.5
87775254;La Grand-Combe;93.44
87775288;Alès;97.83
87775346;Boucoiran-et-Nozières;95.18
87775353;Nozières - Brignon;99.03
87775361;Saint-Geniès-de-Malgoirès;93.82
87775379;Fons - Saint-Mamert;96.15
87775791;Générac;99.48
87775809;Beauvoisin;96.57
87775817;Vauvert;94.39
87775825;Le Cailar;93.06
87775833;Aimargues;95.83
87775841;Saint-Laurent-d'Aigouze;94.49
87775858;Aigues-Mortes;97.24
87775866;Le Grau-du-Roi;96.83
87781005;Béziers;96.11
87781062;Port-la-Nouvelle;92.94
87781088;Leucate La Franqui;96.22
87781104;Narbonne;96.96
87781161;Coursan;92.53
87781260;Vias;95.0
87781278;Agde;92.68
87781294;Marseillan Plage;93.88
87781534;Montpaon;98.21
87781542;Ceilhes - Roqueredonde;99.47
87781559;Les Cabrils;100.0
87781575;Lunas;96.97
87781583;Le Bousquet-d'Orb;98.27
87781609;Bédarieux;91.52
87781666;Magalas;94.14
87783001;Millau;95.3
87783175;Saint-Flour - Chaudes-Aigues;98.39
87783241;Saint-Chély-d'Apcher;98.81
87783266;Aumont-Aubrac;97.7
87783282;Marvejols;98.1
87783290;Chirac;100.0
87783308;Le Monastier-Pin-Moriès;99.44
87783324;Banassac - La Canourgue;97.71
87783340;Campagnac - Saint-Geniez;99.4
87783365;Sévérac-d'Aveyron;96.44
87783423;Saint-Georges-de-Luzençon;99.48
87783431;Saint-Rome-de-Cernon;99.63
87783456;Tournemire - Roquefort;99.6
87783514;Les Salelles;100.0
87783530;Chanac;98.55
87783548;Le Bruel;99.17
87783563;Barjac;98.66
87783605;Mende;97.57
87783647;Bagnols - Chadenet;99.31
87783654;Allenc;100.0
87783670;Belvezet;100.0
87784009;Perpignan;97.09
87784157;Salses-le-Château;95.81
87784173;Rivesaltes;94.03
87784207;Elne;92.14
87784231;Argelès-sur-Mer;91.18
87784256;Collioure;95.44
87784264;Port-Vendres;96.18
87784298;Banyuls-sur-Mer;95.98
87784512;Le Soler;96.34
87784520;Saint-Féliu-d'Avall;94.64
87784546;Millas;89.58
87784561;Ille-sur-Têt;93.92
87784611;Vinça;95.65
87784629;Marquixanes;93.68
87784637;Prades - Molitg-les-Bains;96.24
87784660;Ria-Sirach;97.73
87784686;Villefranche - Vernet-les-Bains;98.86
87784702;Serdinya;100.0
87784710;Joncet;100.0
87784728;Olette - Canaveilles;100.0
87784736;Nyer;100.0
87784744;Thuès les Bains;100.0
87784751;Thuès Carença;100.0
87784769;Fontpédrouse;100.0
87784777;Sauto;100.0
87784785;Planès;98.86
87784793;Mont-Louis - La Cabanasse;99.35
87784801;Bolquère - Eyne;100.0
87784819;Font-Romeu-Odeillo-Via;99.71
87784827;Estavar;100.0
87784835;Saillagouse;100.0
87784843;Err;100.0
87784850;Sainte-Léocadie;100.0
87784868;Osséja;100.0
87784876;Bourg-Madame;100.0
87784884;Ur - Les Escaldes;100.0
87784892;Bena Fanes;100.0
87785006;Cerbère;94.64
